text,label
wish my dvd was here still gunna be ages away dang it,0
is kinda sad right now maybe some pool time will cheer me up .,0
username ohm i saw it of urs do u recive them ?,4
username i actually just used penne because i already had it in the house and i was too lazy to go back out .,4
out of credit .,0
"bah windows wo n't connect to the router , and now i have a craving for some grandia 2 but my ps2 version is at home",0
showed up to a wedding an hour early . that was fun .,0
is getting ready for another makeup baseball game . played the same team last night & amp ; got run ruled .,0
username yeah that sucks . but that 's life .,0
"username read my twitter page , my bio and location are given .",4
username where u going 2 b on long island ? ? i ca n't go to jones beach show cause it 's the same night as my girl 's pre-k graduation,0
no callback yet .,0
username yay im hype we celebrating when u come up here saucey saucey .. lol i miss u to no one as bad as me to turn to but u hehe ',0
morning- holidays,4
reading twilight yep sounds good ! sad to not be able to see jonas : ' ( i 'm gon na finish the book and watch the movie : p nice day ; ),4
"wow , lots of work today ! and i wish everybody lots of lessons on this # teachertuesday",4
"username hi cheryl , hope yr ok ? xx",4
username : very cool !,4
"username no doubt ! all jokes aside , it 's an incredibly ( underrated ) valuable , service !",4
username i love you .,4
subclipse # svn is not working as expected today ...,0
boutt to go workk 2-10,0
username try issue sql & quot ; set names 'utf-8 ' & quot ; after calling mysql_connect,4
"egads , i think my helix is infected ... again . putting headphones ontop of it has not helped ... and now it burns . yay .",0
username too much work,0
"username how sweet ! ! ! ! ! ! ! ! ! i spend most of my dayd shared with plenty of kids , i actually have a lot of friends who arnt my age",4
was trapped in his house today,0
"aarrhh .. i do n't wan na do english , i 'm so damn tired -.- '",0
so the best super saturday concert of phil vassar was canceled due to rain,0
username good night to you !,4
i 'm off to a fun filled evening at a funeral home ... joy .,0
username 'cause i updated to 3.0 oh everytime you update your softwear on your iphone you need to re jb whith the new quickpwn,0
"username lol sounds like a good idea to me . iv done that for long enough now , its time to get on with it .. well try to",0
turns out aa lots our & quot ; request & quot ; and my dad has been waiting for an hour and a half . he 'll wait anoter hour now .,0
username but just think ... ur one day closer to friday ! ! i know it still sucks but sometimes playing tricks on ur mind works ! ! lol,4
slightly damp but not soaked yet . god what a change from last weekend .,0
going to work ... on this lovely day !,0
"username ahh right okay , thanks",4
"username thanks things should improve in a couple months time now , so we will see ... faililng that , i will move country and try again ; )",4
"& quot ; bad words are a crutch , they lead to tattoos and peircings ! & quot ; hahahaha !",4
username i hope your dogg is pretty,4
"my cousin 's here , staying with us . she 's super adorable .",4
at the grandparents ( : poor beccy,0
"username ugh , i hate strep throat ! i 'm sorry , love hope you feel better soon .",0
is having a hard time coping with her boyfriend going away to college ..,0
username i just got up . and it 's a glorious sunny friday in london and it 's a bank holiday weekend . it does n't get much better,4
i 'm doing laundry tonight ( so i can match with all the guys in the morning ) 0500 is going to come early ...,0
username so it 's gambling not my favourite activity ever,0
"username you told that story at the concert in ct tonight , it was hysterical ! btw you played a great show , really impressive",4
damn . pulled over by cops en route to gallery . my fault .,0
is officially unemployed,0
username woot it 's my turn to blogg !,4
url ! ! ! is so cute and very handsome ! ! ! i love u joe ! ! ! ; d,4
username my heart stopped when you said that,0
username the mall is open on sundays,4
"username oh , wow . thats good , chillaxing time is always fun",4
twitter wont display my pictures,0
username o shoot ! 'str8 outta local a crazy mufucca named gusto ! ' lmao ... i was tryna get tht as my ringtone but cldnt find it,0
"ugh ¬¬ we could have got a nice afternoon at sea , but it started raining and everyone got moody i want to live on my own ! !",0
username ha was that sarcasm ? or would you really like to be at uni ? you can go instead of me if u like ... i 'm scared xx,0
"doubts many people will get this : url , but it still made me lol",4
what a lovely sunny day - breakfast outside in the sun last day of the holidays ...,4
sleep with my eyes open,4
been totally slacking on my twitter updates . only in china for one more day though . time went too fast,0
today i went to the pool and they actually were jack hammering on the pool deck while the water exercise class was in session,0
"dammit man , i 'm a doctor not a physicist . star trek was funny",4
mabelle is my name how do you do ?,4
"bored in traffic school .... do n't speed people , unless you have to go to work , school , or play basketball then it 's ok",4
happy bank holiday monday guys ! good day for gardening and seeing family,4
who else wants to parachute from 15000 feet ? ! : -d hooroo !,4
wants to travel . xd hope i do !,4
twitter is boring .,0
oh i have no one to go with now ! ! urgh !,0
how can some make you weak to the knees and others weak to the stomach .....,0
good day for every human being on this planet ! ! ! !,4
company blocked twitter today oh well i still have it on mobile,4
the suns gone in,0
julien is epic . username oh noez ! 0_o i hope it works soon !,4
"i still have a headache , its been a week",0
hate satrurdays i 'm all alone,0
"username i wish i am , applied once but did n't end up getting an invite coz i was n't cool enough",0
just uploaded a couple of new paintings to my site if you fancy a nosy url,4
"username me too , now we are going to get more excersise people following us lol",4
username goodnight to you laine ! and good luck with exams and results,4
# andyclemmensen is my number one,4
just got home from church .. and now ichatting with my mom .. i miss you momma i hope i can visit you there in japan misses mom so much,0
username lmaoo yee .. thought they were gon na breaak too ! member the guy in the alcohol aisle .. u would n't ask himm bout kw,0
need to be next to you tucking u in and saying goodnight smiles xxooxox,4
the end of maths at school : ' ( : ' ( : ' ( the end of my school life : ' ( : ' ( i like school : ' ( who said sth else : ' (,0
"username touché ! in our defense , the best women were to be found in bologna where we were n't prepared . firenze full of u.s. girls only !",0
is watching the final of eurovision ... even though i already know who the winner is,4
rain rain go away,0
username oh wow thanks wayne,4
"ugh , mom came back from imm without buying me some butter croissants",0
"on the seniors last day i said to ryan franklin that i was never going to see him again , bc he wouldnt come back and visit . i was right .",0
i need to grow my penis out,0
its so dead,0
happy mothers day jjfad,4
